0	0
0.004999999999999999	0.0
0.015000000000000001	0.0
0.025	0.0
0.034999999999999996	0.0
0.045	0.0
0.055	0.0
0.065	0.0
0.07500000000000001	0.0
0.085	0.0
0.095	0.0
0.10500000000000001	0.0
0.115	0.0
0.125	0.0
0.13499999999999998	0.0
0.145	0.0
0.155	0.0
0.165	0.0
0.175	0.0
0.185	0.0
0.195	0.0
0.205	0.0
0.215	0.0
0.225	0.0
0.235	0.0
0.245	0.0
0.255	0.0
0.265	0.0
0.275	0.0
0.285	0.0
0.295	0.0
0.305	0.0
0.315	0.0
0.325	0.0
0.335	0.0
0.345	0.0
0.355	0.0
0.365	0.0
0.375	0.0
0.385	0.0
0.395	0.0
0.405	0.0
0.415	0.0
0.425	0.0
0.435	0.0
0.445	0.0
0.455	0.0
0.465	0.0
0.475	0.0
0.485	0.0
0.495	0.0
0.505	0.0
0.515	0.0
0.525	0.0
0.535	0.0
0.545	0.0
0.555	0.0
0.5650000000000001	0.0
0.575	0.0
0.585	0.0
0.595	0.0
0.605	0.0
0.615	0.0
0.625	0.0
0.635	0.0
0.645	0.0
0.655	0.0
0.665	0.0
0.675	0.0
0.685	0.0
0.695	0.0
0.705	0.0
0.715	0.0
0.725	0.0
0.735	0.0
0.745	0.0
0.755	0.0
0.765	0.0
0.775	0.0
0.785	0.0
0.795	0.0
0.805	0.0
0.8150000000000001	490.3985317589174
0.825	1562.524601737986
0.835	2703.601003772413
0.845	4368.478656390856
0.855	6770.080430923258
0.865	10113.782999601486
0.875	14671.274798088654
0.885	20712.02488073129
0.895	28557.449453353474
0.905	38461.92326940683
0.915	50669.14810504149
0.925	65320.88111989777
0.935	82484.48823783423
0.9450000000000001	102076.90652397148
0.955	123884.11020925676
0.965	147517.53490519547
0.975	172493.12363790476
0.985	198199.76602990873
0.9950000000000001	223952.6927937717
1.0050000000000001	249065.23116673852
1.015	272879.635893277
1.025	294819.1768037751
1.035	314421.9984125766
1.045	331385.63449110993
1.055	345546.46291987115
1.065	356889.59797013574
1.075	365524.9939017824
1.085	371678.45772510744
1.095	375628.34333374933
1.105	377707.10715518484
1.115	378245.5259066617
1.125	377556.60892623174
1.135	375925.7507177356
1.145	373599.27657246444
1.155	370775.2276469541
1.165	367620.80714175216
1.175	363758.35024854355
1.185	359928.01026247384
1.195	356641.0497244993
1.205	352904.01116392034
1.215	349205.1029747905
1.225	345541.4341279232
1.235	341882.40302459453
1.245	338253.16283115296
1.2550000000000001	334641.977939182
1.2650000000000001	331067.34467643796
1.275	327479.81072057097
1.285	323935.1757097822
1.295	320405.1689816706
1.305	316918.4622842997
1.315	313450.65588120156
1.325	310026.88002400554
1.335	306642.3602723993
1.345	303324.67772038624
1.355	300039.8739617208
1.365	296809.17325224355
1.375	293797.2226617713
1.385	290678.9387103564
1.395	287615.35692678567
1.405	284600.99574901577
1.415	281644.45846084424
1.425	278726.91288203705
1.435	275864.98846452474
1.445	273054.44652341795
1.455	270308.52316663286
1.465	267602.89500955155
1.475	264952.04632374545
1.485	262350.56643366
1.495	259795.06951690244
1.5050000000000001	257297.32960670404
1.5150000000000001	254847.14211911464
1.5250000000000001	252437.51256041537
1.535	250068.3856302486
1.545	247725.00947218796
1.555	245407.10208861696
1.565	243116.55697104498
1.575	240835.01993680288
1.585	238544.9037770077
1.595	236244.14979421336
