EventTime	Type	Energy_MeV	Time_ns
4267	proton	0.580428	8.851617
4272	proton	2.398548	8.832667
4272	proton	1.037015	8.836387
4272	proton	0.007475	8.838286
4280	proton	2.158218	8.788754
4280	proton	0.719231	8.792386
4293	proton	1.765273	8.492059
4293	proton	0.239954	8.495385
4298	proton	0.106288	9.471596
4298	proton	1.917921	8.867899
4298	proton	0.360517	8.871379
4298	proton	0.006130	8.872050
4300	proton	0.505956	8.661682
4300	proton	0.009304	8.662589
4310	proton	1.670977	8.411221
4310	proton	0.074426	8.414420
4311	proton	0.435672	10.376074
4311	proton	0.013633	10.376864
4311	proton	0.000580	10.377074
4323	proton	0.566203	8.302845
4329	proton	0.905368	9.001626
4329	proton	0.025657	9.003264
4331	proton	2.947738	8.298141
4331	proton	1.707296	8.301950
4331	proton	0.116205	8.305202
4331	proton	0.000767	8.305556
4336	proton	0.748851	9.529705
4336	proton	0.013730	9.531045
4352	proton	2.394805	8.798745
4352	proton	1.028459	8.802463
4352	proton	0.000048	8.804345
4353	proton	1.964402	9.944566
4353	proton	0.476939	9.948083
4353	proton	0.001313	9.948941
4355	proton	0.322011	9.629637
4355	proton	0.003848	9.630250
4355	proton	1.037198	9.307979
4355	proton	0.002022	9.309878
4360	proton	0.805928	9.410215
4361	proton	0.856191	9.468368
4361	proton	0.001555	9.469911
4364	proton	0.613465	9.406795
4372	proton	1.923701	9.706795
4372	proton	0.428381	9.710280
4372	proton	0.000868	9.711058
4382	proton	0.555742	8.871371
4387	proton	1.843750	9.550862
4387	proton	0.321116	9.554274
4388	proton	2.072101	9.122197
4388	proton	0.642303	9.125784
4390	proton	0.695608	8.916188
4392	proton	0.890169	9.709853
4394	proton	1.779501	8.654523
4394	proton	0.233028	8.657866
4396	proton	0.819221	9.201559
4396	proton	0.041798	9.203031
4396	proton	0.003339	9.203320
4396	proton	0.834421	8.256343
4399	proton	0.925599	8.895998
4399	proton	0.007285	8.897676
4402	proton	2.159398	9.544082
4402	proton	0.742793	9.547715
4403	proton	0.812475	9.239701
4404	proton	0.595238	8.573359
4406	proton	0.478410	9.500195
4410	proton	0.830410	9.301469
4410	proton	0.003714	9.302962
4417	proton	1.168608	9.630638
4417	proton	0.374367	9.477691
4448	proton	1.852453	9.517875
4448	proton	0.353308	9.521296
4448	proton	0.008767	9.521957
4449	proton	2.313316	9.025747
4449	proton	0.962765	9.029440
4449	proton	0.012343	9.031191
4453	proton	0.125117	9.966779
4453	proton	0.002407	9.967142
4458	proton	0.643158	9.052120
4458	proton	0.006320	9.053266
4458	proton	0.003770	9.053404
4458	proton	1.228516	8.855602
4464	proton	1.734265	8.225795
4464	proton	0.157143	8.229083
4464	proton	0.004818	8.229480
4468	proton	2.249837	8.707014
4468	proton	0.872287	8.710685
4471	proton	2.202749	9.556103
4471	proton	0.787623	9.559755
4471	proton	0.006553	9.561167
4473	proton	0.993244	9.144035
4473	proton	0.020378	9.145846
4478	proton	0.803933	7.921992
4481	proton	0.336930	7.753773
4481	proton	0.001997	7.754408
4485	proton	1.062749	9.583407
4493	proton	0.016516	10.795322
4493	proton	0.045889	10.664796
4493	proton	0.003372	10.665088
4493	proton	2.314514	9.218062
4493	proton	0.983225	9.221756
4496	proton	1.086443	9.273244
4501	proton	0.480341	10.166682
4501	proton	0.015919	10.167546
4501	proton	0.004224	10.167768
4502	proton	1.290027	9.700238
4502	proton	0.010031	9.702660
4514	proton	1.305127	8.710967
4514	proton	0.000990	8.713422
4515	proton	0.452296	9.327044
4518	proton	2.144563	9.702394
4518	proton	0.740004	9.706020
4518	proton	0.016613	9.707343
4525	proton	1.689549	9.644138
4525	proton	0.097864	9.647365
4525	proton	0.003041	9.647702
4526	proton	2.063570	8.570432
4526	proton	0.636467	8.574014
4526	proton	0.005739	8.575149
4529	proton	0.376261	9.267582
4529	proton	0.012078	9.268278
4529	proton	0.000989	9.268478
4532	proton	0.882899	8.408513
4532	proton	0.021034	8.410108
4534	proton	0.916453	9.242119
4534	proton	0.256608	9.236252
4534	proton	0.005682	9.236772
4540	proton	0.776781	8.640541
4540	proton	0.009485	8.641933
4542	proton	0.313130	9.675779
4542	proton	0.003721	9.676379
4550	proton	0.933486	9.413566
4550	proton	0.004925	9.415259
4551	proton	0.010818	12.035279
4551	proton	3.468602	7.522162
4551	proton	2.344305	7.526005
4551	proton	0.943754	7.529709
4567	proton	0.325193	9.140486
4568	proton	0.012459	12.593337
4568	proton	0.403772	10.421431
4568	proton	0.009848	10.422169
4568	proton	2.084125	8.752970
4568	proton	0.634932	8.756564
4568	proton	0.001365	8.757695
4581	proton	0.552611	8.322638
4581	proton	0.003128	8.323625
4585	proton	1.782690	9.272703
4585	proton	0.217542	9.276050
4588	proton	0.181179	8.163667
4588	proton	0.003193	8.164091
4589	proton	0.129305	11.246770
4589	proton	0.003688	11.247137
4589	proton	0.783212	9.916492
4589	proton	0.030657	9.917896
4589	proton	0.890184	9.610268
4589	proton	0.003050	9.611876
4606	proton	2.633427	8.270320
4606	proton	1.335470	8.274090
4606	proton	0.004727	8.276610
4609	proton	1.350485	7.868215
4613	proton	0.623209	8.697999
4613	proton	0.005845	8.699110
4618	proton	1.388407	8.738989
4618	proton	0.016057	8.741622
4622	proton	1.326214	8.956893
4633	proton	0.621375	8.354825
4635	proton	0.027939	9.807933
4635	proton	0.004378	9.808208
4635	proton	2.424224	9.117583
4635	proton	1.064976	9.121309
4644	proton	0.340715	8.753915
4651	proton	1.108251	8.760323
4651	proton	0.005508	8.762366
4658	proton	0.231884	9.593663
4658	proton	0.002881	9.594150
4683	proton	0.244466	9.624550
4683	proton	1.876940	9.045363
4683	proton	0.398972	9.048807
4685	proton	2.432125	9.323325
4685	proton	1.060072	9.327053
4687	proton	1.890179	9.831778
4687	proton	0.390952	9.835234
4687	proton	0.003741	9.835952
4694	proton	0.287228	9.662562
4694	proton	1.871955	9.377520
4694	proton	0.326847	9.380959
4694	proton	0.002368	9.381580
4697	proton	0.219806	9.305378
4697	proton	0.003029	9.305850
4704	proton	0.635133	8.877468
4717	proton	0.688281	9.112038
4717	proton	0.007568	9.113266
4730	proton	2.728912	8.572060
4730	proton	1.440428	8.575844
4735	proton	2.315028	9.331756
4735	proton	0.914973	9.335450
4735	proton	0.005775	9.337107
4736	proton	1.120035	8.859852
4748	proton	1.568280	9.351871
4748	proton	0.018122	9.354893
4752	proton	1.202841	8.055395
4752	proton	0.009010	8.057634
4758	proton	1.589955	8.195559
4760	proton	3.021720	8.249816
4760	proton	1.835500	8.253631
4760	proton	0.279315	8.257035
4760	proton	0.004582	8.257587
4763	proton	0.088078	8.261606
4764	proton	1.127751	10.027115
4764	proton	0.004245	10.029199
4772	proton	1.969385	8.968415
4772	proton	0.503499	8.971935
4777	proton	0.103901	9.090305
4777	proton	0.006214	9.090648
4778	proton	0.431855	8.466873
4801	proton	0.425140	9.437519
4801	proton	0.014432	9.438292
4803	proton	0.156012	9.430681
4803	proton	0.002672	9.431076
4814	proton	2.212804	9.569084
4814	proton	0.822070	9.572740
4814	proton	0.011064	9.574218
4814	proton	0.001151	9.574412
4819	proton	0.324291	10.348804
4819	proton	0.004920	10.349420
4821	proton	0.898430	11.892932
4821	proton	0.022055	11.894556
4832	proton	0.809391	9.239355
4832	proton	0.012289	9.240808
4832	proton	0.002874	9.241010
4839	proton	0.828028	9.473634
4840	proton	1.898057	8.782349
4840	proton	0.398110	8.785812
4840	proton	0.522872	8.546424
4850	proton	0.795563	9.998878
4861	proton	0.917114	10.803994
4861	proton	0.001176	10.805656
4866	proton	0.582153	9.817174
4866	proton	0.012742	9.818212
4866	proton	1.574795	9.300979
4878	proton	2.194603	9.373662
4878	proton	0.846508	9.377310
4882	proton	1.048475	8.628420
4882	proton	0.004506	8.630342
4891	proton	0.405771	8.767719
4895	proton	2.089655	9.201898
4895	proton	0.654552	9.205494
4895	proton	0.006827	9.206661
4897	proton	0.582098	9.461908
4897	proton	0.009466	9.462946
4897	proton	1.006396	9.449520
4899	proton	2.815334	7.707270
4899	proton	1.516068	7.711065
4929	proton	0.295704	10.012585
4929	proton	0.003192	10.013160
4944	proton	1.783064	9.486919
4944	proton	0.205682	9.490267
4944	proton	0.006972	9.490721
4944	proton	0.002179	9.490869
4951	proton	1.659554	7.931083
4951	proton	0.043465	7.934266
4951	proton	0.002830	7.934556
4959	proton	0.076964	10.997359
4959	proton	0.004204	10.997678
4959	proton	2.327299	9.343132
4959	proton	0.967819	9.346830
4961	proton	0.154635	11.851209
4961	proton	0.001685	11.851604
4961	proton	1.645578	9.159144
4961	proton	0.016331	9.162304
4985	proton	1.824052	8.967408
4985	proton	0.275647	8.970800
4985	proton	0.007748	8.971346
4991	proton	0.470647	9.620983
4993	proton	1.540450	9.375494
4997	proton	0.989491	8.801479
4997	proton	0.004639	8.803283
5018	proton	1.864590	7.885692
5018	proton	0.319779	7.889125
5020	proton	0.919457	9.406590
5024	proton	0.163278	9.175841
5028	proton	0.844223	9.119431
5033	proton	0.089541	10.269154
5035	proton	1.158084	9.809146
5052	proton	0.574767	9.341780
5052	proton	0.110670	9.258613
5053	proton	0.092961	10.235406
5056	proton	1.618890	8.651103
5056	proton	0.025271	8.654219
5056	proton	0.002889	8.654490
5071	proton	0.642896	8.499218
5071	proton	0.002998	8.500364
5074	proton	0.917866	8.222955
5077	proton	2.119641	8.864803
5077	proton	0.661140	8.868416
5077	proton	0.011447	8.869595
5087	proton	1.047935	9.381584
5089	proton	0.251303	9.136529
5096	proton	0.538394	9.178970
5096	proton	0.003842	9.179933
5104	proton	0.000567	23.095276
5104	proton	0.011638	12.796336
5104	proton	0.038527	10.786421
5104	proton	2.302489	9.048404
5104	proton	0.960451	9.052094
5114	proton	1.425515	9.307962
5120	proton	0.579981	10.159246
5124	proton	1.450563	9.320321
5125	proton	0.088438	8.389115
5130	proton	1.425198	10.445961
5130	proton	0.013553	10.448674
5134	proton	0.011116	15.210030
5134	proton	0.143131	10.895382
5139	proton	0.977617	9.690714
5147	proton	0.033392	12.629356
5147	proton	0.020568	12.525779
5147	proton	0.237044	10.337059
5148	proton	1.705213	8.343490
5148	proton	0.088486	8.346739
5151	proton	0.750782	8.856186
5151	proton	0.016058	8.857529
5155	proton	0.402189	8.820783
5159	proton	1.716492	8.912136
5159	proton	0.120410	8.915401
5162	proton	0.041471	16.347563
5162	proton	0.023112	11.445418
5162	proton	0.000582	11.445686
5163	proton	2.427105	9.088969
5163	proton	1.076917	9.092696
5170	proton	2.062145	9.689564
5170	proton	0.596270	9.693145
5172	proton	0.750678	9.168331
5172	proton	0.015218	9.169674
5175	proton	0.000001	131.515993
5175	proton	0.000271	30.833107
5175	proton	0.000940	30.361910
5175	proton	0.000624	22.727654
5175	proton	0.001086	17.224032
5175	proton	0.002970	11.341952
5175	proton	0.011754	10.568489
5175	proton	0.000734	10.568687
5175	proton	0.019341	9.178347
5175	proton	0.002027	9.178610
5175	proton	2.460424	9.046427
5175	proton	1.144685	9.050162
5175	proton	0.007115	9.052281
5175	proton	0.002849	9.052431
5177	proton	1.968049	8.822620
5177	proton	0.457964	8.826139
5179	proton	1.141414	9.417842
5179	proton	0.020290	9.419953
5179	proton	0.001165	9.420218
5180	proton	1.220990	8.910754
5180	proton	0.010564	8.913031
5191	proton	1.648454	8.804635
5191	proton	0.030780	8.807799
5191	proton	0.000717	8.808077
5202	proton	2.030822	9.209464
5202	proton	0.595058	9.213026
5211	proton	1.205651	8.448639
5220	proton	0.084797	10.738088
5220	proton	0.000635	10.738413
5220	proton	0.288908	9.441029
5220	proton	0.011346	9.441594
5220	proton	0.735971	8.498831
5220	proton	1.822299	8.174640
5220	proton	0.273651	8.178031
5223	proton	0.012149	11.278661
5223	proton	0.002239	11.278863
5223	proton	0.143694	10.137351
5223	proton	2.486817	9.160305
5223	proton	1.119593	9.164046
5243	proton	1.423933	9.653220
5269	proton	1.809407	9.354760
5269	proton	0.236858	9.358137
5282	proton	0.267576	8.358093
5282	proton	0.011902	8.358628
5287	proton	0.863278	9.490876
5300	proton	0.450763	9.009921
5300	proton	0.000691	9.010736
5301	proton	0.027681	10.966259
5301	proton	0.004200	10.966533
5301	proton	0.063234	10.345505
5301	proton	1.583334	9.579340
5301	proton	0.010689	9.582391
5301	proton	0.614357	9.285313
5314	proton	1.883509	8.602322
5314	proton	0.376934	8.605772
5316	proton	0.884330	8.718963
5316	proton	0.006657	8.720561
5318	proton	0.141827	9.941172
5318	proton	0.003206	9.941552
5321	proton	2.455480	8.616702
5321	proton	1.101220	8.620436
5330	proton	0.475795	8.157900
5353	proton	1.506223	10.197910
5362	proton	0.377251	9.401628
5370	proton	0.115153	9.612255
5370	proton	0.784842	9.467141
5370	proton	0.005189	9.468549
5373	proton	1.758340	9.340978
5373	proton	0.187342	9.344297
5375	proton	1.408602	7.740692
5375	proton	0.003434	7.743369
5378	proton	1.463052	8.910849
5382	proton	1.336814	9.131464
5386	proton	0.804762	8.184171
5386	proton	0.009286	8.185616
5413	proton	0.923158	7.406396
5421	proton	1.215259	9.192686
5423	proton	1.703893	9.045956
5423	proton	0.106245	9.049204
5423	proton	0.001772	9.049549
5425	proton	1.670706	9.407642
5425	proton	0.059374	9.410841
5435	proton	1.878815	9.423937
5435	proton	0.352108	9.427382
5435	proton	0.001155	9.428041
5437	proton	1.407934	8.207850
5441	proton	0.814487	8.896666
5441	proton	0.000800	8.898129
5450	proton	2.223547	8.672954
5450	proton	0.817650	8.676614
5462	proton	1.433326	8.702886
5463	proton	0.208716	10.161477
5463	proton	0.254384	9.695293
5463	proton	1.837903	9.132172
5463	proton	0.279977	9.135578
5469	proton	1.126421	8.931579
5471	proton	0.452061	9.598699
5471	proton	0.004386	9.599516
5476	proton	0.047641	9.001885
5476	proton	2.085554	8.859930
5476	proton	0.670970	8.863524
5476	proton	0.010617	8.864721
5485	proton	2.046605	9.131625
5488	proton	0.654193	9.042172
5488	proton	0.001427	9.043338
5510	proton	0.950247	9.351888
5524	proton	0.837915	8.831312
5535	proton	0.049196	8.769987
5535	proton	0.000965	8.770282
5539	proton	2.282037	8.148135
5539	proton	0.873717	8.151818
5539	proton	0.008268	8.153395
5545	proton	0.742331	8.488693
5553	proton	0.187353	9.502688
5554	proton	1.192636	9.064353
5559	proton	0.734534	9.589243
5559	proton	0.330708	9.202781
5559	proton	0.003673	9.203407
5563	proton	0.570975	8.578080
5569	proton	0.004046	7.715260
5573	proton	0.880841	9.392438
5573	proton	0.017537	9.394028
5573	proton	1.340055	8.983224
5580	proton	0.049873	9.377634
5581	proton	2.785232	8.611220
5581	proton	1.507506	8.615011
5581	proton	0.013410	8.617905
5599	proton	1.704168	9.327602
5599	proton	0.116464	9.330849
5610	proton	0.370061	9.079972
5610	proton	1.757533	8.694974
5610	proton	0.165234	8.698292
5614	proton	1.906457	8.753602
5614	proton	0.343729	8.757072
5614	proton	0.006223	8.757718
5623	proton	1.504705	9.069547
5627	proton	0.152828	9.383988
5629	proton	1.498075	8.902647
5629	proton	0.031799	8.905520
5629	proton	0.001950	8.905798
5632	proton	0.210220	8.864095
5632	proton	0.667292	8.333093
5648	proton	2.348350	8.951707
5648	proton	0.987060	8.955412
5648	proton	0.013494	8.957211
5652	proton	2.226670	9.641267
5652	proton	0.834167	9.644929
5655	proton	2.361319	8.264828
5655	proton	0.956982	8.268536
5658	proton	2.223603	10.148889
5658	proton	0.795546	10.152549
5658	proton	0.027285	10.153977
5661	proton	0.475223	8.041204
5667	proton	0.025544	12.178234
5667	proton	2.302520	9.173214
5667	proton	0.891432	9.176904
5672	proton	1.623747	10.783204
5672	proton	0.010957	10.786327
5674	proton	0.775933	8.898652
5676	proton	0.577625	8.905398
5699	proton	0.066543	13.925615
5699	proton	0.104370	12.567342
5699	proton	0.426425	10.600877
5699	proton	0.006401	10.601652
5699	proton	1.763769	9.414410
5699	proton	0.208711	9.417735
5703	proton	1.744982	8.371731
5703	proton	0.139665	8.375033
5703	proton	0.005143	8.375411
5704	proton	0.556907	10.668931
5704	proton	0.003049	10.669925
5705	proton	1.749052	8.372408
5705	proton	0.196003	8.375716
5705	proton	0.002145	8.376157
5711	proton	1.606625	11.097632
5711	proton	0.059021	11.100726
5711	proton	0.002517	11.101030
5722	proton	1.551793	9.367434
5722	proton	0.010980	9.370423
5727	proton	1.866991	8.772140
5727	proton	0.348848	8.775575
5727	proton	0.005058	8.776228
5730	proton	1.023440	9.521287
5733	proton	0.011976	13.553837
5733	proton	0.002455	13.554037
5733	proton	2.520217	8.844437
5733	proton	1.217011	8.848186
5733	proton	0.019361	8.850454
5733	proton	0.001804	8.850717
5735	proton	1.166504	8.940652
5735	proton	0.006750	8.942816
5737	proton	1.148579	7.894471
5741	proton	0.394931	9.338309
5741	proton	0.007177	9.339034
5744	proton	0.959276	9.738036
5744	proton	0.000986	9.739780
5751	proton	2.540616	8.066730
5751	proton	1.161324	8.070483
5764	proton	0.186649	8.830365
5766	proton	2.500787	7.929689
5766	proton	1.181658	7.933434
5766	proton	0.000598	7.935629
5768	proton	2.052988	8.535982
5768	proton	0.627272	8.539557
5768	proton	0.014873	8.540675
5772	proton	0.282246	9.228420
5772	proton	0.004591	9.228975
5772	proton	0.582649	8.910263
5772	proton	0.016030	8.911302
5772	proton	1.423155	8.867338
5772	proton	0.022365	8.870046
5772	proton	0.001609	8.870314
5775	proton	1.016489	10.779329
5786	proton	1.333282	9.207613
5786	proton	0.008543	9.210127
5789	proton	0.738435	9.088421
5795	proton	0.777189	9.473730
5796	proton	0.262250	9.075734
5806	proton	1.809897	10.127436
5806	proton	0.230228	10.130813
5807	proton	2.456960	8.824702
5807	proton	1.124521	8.828437
5807	proton	0.023672	8.830513
5811	proton	1.545226	9.561301
5813	proton	1.367254	9.638510
5813	proton	0.001444	9.641098
5823	proton	0.625186	9.216159
5823	proton	0.005567	9.217273
5835	proton	1.255596	8.736544
5835	proton	0.002932	8.738894
5856	proton	1.947063	8.190058
5856	proton	0.489694	8.193561
5868	proton	0.607907	8.884434
5869	proton	0.543851	9.652044
5871	proton	2.403818	7.940156
5871	proton	1.040469	7.943877
5890	proton	3.174857	8.087305
5890	proton	2.002311	8.091131
5890	proton	0.506202	8.094674
5890	proton	0.003926	8.095581
5909	proton	1.614352	9.707770
5912	proton	0.274674	8.749850
5919	proton	0.027882	10.857702
5919	proton	1.699196	9.231981
5919	proton	0.060842	9.235222
5919	proton	0.003315	9.235527
5921	proton	0.398032	8.510661
5934	proton	1.514079	9.209723
5942	proton	0.340232	8.841602
5946	proton	1.024386	7.994202
5956	proton	2.036544	8.610992
5956	proton	0.597639	8.614558
5956	proton	0.002908	8.615623
5977	proton	0.257465	8.810778
5977	proton	0.005704	8.811299
5980	proton	2.476469	9.271992
5980	proton	1.143880	9.275731
5980	proton	0.003899	9.277848
5981	proton	0.048238	9.332730
5988	proton	1.515944	9.915038
5988	proton	0.017559	9.917950
5988	proton	0.002232	9.918210
5990	proton	0.433137	8.863149
5992	proton	0.030010	9.054263
5999	proton	0.364060	8.791681
5999	proton	0.000641	8.792358
6000	proton	1.028863	9.769825
6003	proton	1.783218	9.467302
6003	proton	0.229400	9.470650
6009	proton	1.113007	8.860335
6013	proton	0.740657	9.253773
6022	proton	0.066689	9.570182
6032	proton	1.995466	8.438552
6032	proton	0.550421	8.442091
6033	proton	0.904476	10.512644
6035	proton	0.199759	9.121529
6035	proton	0.006035	9.121975
6035	proton	1.017645	8.574425
6039	proton	0.700934	9.577384
6044	proton	0.721587	8.383768
6044	proton	0.015836	8.385057
6047	proton	1.927920	9.316374
6047	proton	0.453530	9.319862
6050	proton	1.316635	8.576205
6051	proton	0.113967	9.562093
6054	proton	2.023978	8.460312
6054	proton	0.532856	8.463870
6060	proton	0.533859	8.844246
6065	proton	1.546446	7.647896
6065	proton	0.003042	7.650874
6072	proton	1.813465	9.039289
6072	proton	0.284179	9.042670
6082	proton	0.302589	9.649372
6082	proton	0.005584	9.649956
6085	proton	1.246855	8.833079
6086	proton	2.805133	7.572405
6086	proton	1.564101	7.576199
6086	proton	0.043562	7.579213
6086	proton	0.002603	7.579503
6087	proton	0.881189	8.807521
6087	proton	0.003926	8.809112
6088	proton	0.738776	9.348489
6102	proton	1.131124	8.730296
6102	proton	0.850863	8.163378
6110	proton	0.448463	9.125168
6117	proton	1.732395	8.828423
6117	proton	0.124290	8.831709
6117	proton	0.001343	8.832071
6133	proton	0.275343	8.847585
6133	proton	0.002972	8.848131
6133	proton	2.783790	8.486466
6133	proton	1.568719	8.490257
6133	proton	0.036656	8.493280
6133	proton	0.001353	8.493563
6142	proton	2.158138	9.450983
6142	proton	0.731463	9.454615
6151	proton	0.179505	8.454586
6151	proton	0.000962	8.455008
6157	proton	2.262907	8.947225
6157	proton	0.844160	8.950901
6157	proton	0.012934	8.952421
6157	proton	0.002033	8.952627
6158	proton	0.274506	8.695400
6158	proton	0.003685	8.695945
6160	proton	1.368160	9.334174
6160	proton	0.012703	9.336763
6164	proton	2.301522	7.667019
6164	proton	0.950998	7.670708
6165	proton	1.063617	9.696666
6170	proton	1.952293	9.304594
6170	proton	0.483551	9.308101
6174	proton	1.655952	9.497312
6174	proton	0.069635	9.500488
6176	proton	2.165825	9.737405
6176	proton	0.739514	9.741040
6176	proton	0.024657	9.742363
6186	proton	0.065028	9.782274
6186	proton	2.003818	9.088710
6186	proton	0.542641	9.092254
6186	proton	0.004439	9.093223
6215	proton	0.424299	9.096017
6218	proton	0.702723	9.973443
6221	proton	0.949408	9.868706
6225	proton	1.105251	9.162321
6231	proton	0.911824	9.009229
6232	proton	0.667360	10.358709
6243	proton	0.571202	8.788910
6244	proton	0.390243	11.077552
6244	proton	0.001249	11.078270
6249	proton	0.363436	9.308103
6257	proton	0.044201	9.999266
6257	proton	0.134260	9.317910
6257	proton	0.007995	9.318283
6257	proton	2.340363	8.837514
6257	proton	1.005533	8.841216
6257	proton	0.029540	8.843052
6257	proton	0.001706	8.843328
6258	proton	2.843095	8.252287
6258	proton	1.555022	8.256085
6258	proton	0.010601	8.259081
6258	proton	0.000764	8.259270
6261	proton	1.633577	9.002428
6261	proton	0.031516	9.005569
6271	proton	1.177372	8.596127
6271	proton	0.002329	8.598313
6276	proton	2.387511	9.115761
6276	proton	1.043037	9.119478
6276	proton	0.015788	9.121389
6276	proton	0.001960	9.121610
6291	proton	0.747526	8.395108
6305	proton	0.305476	8.986977
6305	proton	0.002409	8.987566
6315	proton	0.306015	9.959503
6315	proton	0.003832	9.960093
6322	proton	0.029608	9.122600
6322	proton	0.002251	9.122876
6332	proton	0.000337	14.790475
6332	proton	0.003239	12.179004
6332	proton	0.846499	10.226581
6332	proton	0.007958	10.228106
6332	proton	1.458554	9.620929
6341	proton	2.594855	8.672180
6341	proton	1.277633	8.675943
6358	proton	2.474966	9.506090
6358	proton	1.082691	9.509828
6370	proton	0.906323	9.667067
6371	proton	0.051468	13.205318
6371	proton	0.002243	13.205615
6371	proton	0.051076	10.807586
6371	proton	2.347346	9.102802
6371	proton	0.964505	9.106507
6375	proton	1.022002	9.083923
6409	proton	1.916947	9.321854
6409	proton	0.409649	9.325332
6411	proton	1.612736	9.406655
6411	proton	0.022420	9.409760
6413	proton	0.874593	8.847443
6418	proton	1.848686	9.482399
6418	proton	0.273496	9.485816
6423	proton	2.167071	8.670354
6423	proton	0.743004	8.673990
6434	proton	1.955122	9.316378
6434	proton	0.463667	9.319887
6434	proton	0.006311	9.320723
6443	proton	0.362595	9.034236
6447	proton	0.265616	8.532655
6447	proton	1.783541	7.983643
6447	proton	0.213647	7.986991
6450	proton	1.727311	9.926740
6450	proton	0.148710	9.930019
6451	proton	0.297893	9.626219
6451	proton	0.003789	9.626797
6461	proton	0.780971	9.789167
6461	proton	0.004444	9.790567
6461	proton	0.709360	9.215270
6462	proton	1.639136	9.993422
6462	proton	0.028904	9.996572
6462	proton	0.002535	9.996847
6464	proton	1.429011	9.786729
6469	proton	0.207074	9.392431
6475	proton	1.149390	9.379632
6479	proton	1.154139	10.016515
6479	proton	0.439213	9.641577
6481	proton	1.987013	9.588797
6481	proton	0.508754	9.592329
6481	proton	0.003931	9.593241
6487	proton	2.196938	8.886102
6487	proton	0.778938	8.889752
6499	proton	0.299856	9.618157
6499	proton	0.002210	9.618738
6499	proton	1.761999	9.446751
6499	proton	0.207883	9.450074
6505	proton	1.979057	8.255737
6505	proton	0.490553	8.259264
6506	proton	0.528758	10.265804
6506	proton	1.812595	9.282047
6506	proton	0.270086	9.285427
6506	proton	0.006727	9.285966
6510	proton	1.756357	8.970066
6510	proton	0.182217	8.973382
6510	proton	0.002659	8.973807
6512	proton	0.616607	9.878743
6512	proton	0.024246	9.879842
6514	proton	0.235595	10.093377
6514	proton	0.005971	10.093869
6514	proton	1.877144	9.774340
6514	proton	0.342154	9.777785
6514	proton	0.002578	9.778428
6520	proton	0.185917	8.033042
6525	proton	1.476606	8.972992
6525	proton	0.018161	8.975817
6528	proton	1.776202	8.355028
6528	proton	0.190839	8.358368
6528	proton	0.002067	8.358803
6529	proton	2.077660	10.390292
6529	proton	0.615378	10.393882
6534	proton	0.171065	7.759933
6534	proton	0.007977	7.760345
6567	proton	2.293049	8.826928
6567	proton	0.840206	8.830615
6575	proton	0.167514	9.520879
6583	proton	1.135255	9.226771
6588	proton	0.754750	9.920247
6595	proton	0.660765	9.578183
6595	proton	0.012028	9.579361
6601	proton	0.105224	9.097755
6602	proton	1.824980	9.517828
6602	proton	0.245238	9.521221
6608	proton	1.834550	8.619773
6608	proton	0.303641	8.623176
6610	proton	0.394584	9.518829
6610	proton	0.006233	9.519554
6610	proton	0.440857	9.404502
6621	proton	2.459552	8.800305
6621	proton	1.157141	8.804040
6630	proton	1.774656	8.508646
6630	proton	0.210117	8.511984
6645	proton	0.889345	10.275814
6645	proton	0.000147	10.277421
6645	proton	1.007477	9.697341
6648	proton	0.106183	9.651584
6648	proton	2.651942	8.680668
6648	proton	1.324908	8.684441
6653	proton	0.042041	11.029159
6653	proton	0.000812	11.029448
6653	proton	0.061732	10.059410
6653	proton	2.559226	8.489993
6653	proton	1.238318	8.493750
6655	proton	0.256802	9.824161
6679	proton	0.508726	9.943994
6679	proton	1.402250	9.744555
6690	proton	0.878496	9.161421
6690	proton	1.455048	8.701517
6690	proton	0.003291	8.704295
6702	proton	0.005629	14.427490
6702	proton	0.063292	13.113741
6714	proton	0.486422	8.767733
6714	proton	0.012155	8.768607
6718	proton	0.929553	8.526346
6718	proton	1.295079	8.330950
6718	proton	0.091421	7.888825
6725	proton	1.178156	9.759732
6725	proton	0.605700	8.898358
6725	proton	0.013070	8.899437
6729	proton	0.982870	8.815543
6729	proton	0.001033	8.817334
6739	proton	0.108591	9.601406
6745	proton	0.763875	9.482572
6745	proton	1.319059	9.402400
6750	proton	2.088338	9.232667
6750	proton	0.645849	9.236263
6750	proton	0.003592	9.237414
6763	proton	0.084632	8.973614
6775	proton	0.614092	9.165200
6776	proton	1.659280	8.383187
6776	proton	0.058920	8.386369
6778	proton	1.252228	8.684714
6778	proton	0.009319	8.687056
6783	proton	2.332661	8.383740
6783	proton	0.998511	8.387440
6783	proton	0.012430	8.389261
6785	proton	1.819443	7.807591
6785	proton	0.205719	7.810979
6786	proton	1.927691	9.278572
6786	proton	0.391745	9.282060
6825	proton	0.835446	9.069720
6825	proton	0.000450	9.071223
6837	proton	1.157375	9.514974
6837	proton	0.004524	9.517119
6841	proton	1.387886	7.965701
6846	proton	0.008691	16.690292
6846	proton	0.002654	16.690463
6846	proton	0.009726	15.460947
6846	proton	0.092901	12.251476
6846	proton	0.242059	9.429021
6846	proton	0.602639	9.238474
6846	proton	0.000730	9.239548
6846	proton	1.566966	9.176376
6853	proton	0.728775	10.198035
6853	proton	0.007748	10.199338
6854	proton	0.753641	8.628895
