EventTime	Type	Energy_MeV	Time_ns
3455	proton	1.421692	8.979229
3466	proton	0.844331	8.576419
3468	proton	0.019117	8.754841
3468	proton	2.459385	8.668605
3468	proton	1.136021	8.672340
3471	proton	0.589614	7.856494
3471	proton	0.002067	7.857545
3477	proton	0.561702	8.498045
3477	proton	0.007078	8.499048
3481	proton	1.559622	8.507952
3481	proton	0.024762	8.510957
3481	proton	0.002431	8.511227
3483	proton	2.043223	9.777046
3483	proton	0.598225	9.780615
3485	proton	0.490489	9.250825
3485	proton	0.009290	9.251706
3489	proton	0.711469	8.000396
3490	proton	0.331353	9.395703
3490	proton	0.014316	9.396330
3490	proton	0.000715	9.396544
3495	proton	1.061338	9.648969
3514	proton	0.745115	9.317490
3514	proton	0.016273	9.318822
3514	proton	0.001483	9.319046
3520	proton	0.637790	8.998646
3520	proton	0.013541	8.999783
3524	proton	1.453901	9.682541
3531	proton	2.184258	8.320041
3531	proton	0.771917	8.323685
3535	proton	1.198172	11.464171
3535	proton	0.011603	11.466400
3541	proton	0.282068	9.696776
3541	proton	2.034636	9.119949
3541	proton	0.625152	9.123513
3541	proton	0.010669	9.124628
3543	proton	0.618698	9.198895
3544	proton	2.084784	8.901920
3544	proton	0.648886	8.905514
3547	proton	1.427233	8.457365
3547	proton	0.023556	8.460082
3547	proton	0.001551	8.460351
3555	proton	0.823158	8.872587
3560	proton	1.940433	9.038416
3560	proton	0.404132	9.041914
3560	proton	0.012589	9.042653
3577	proton	1.033479	8.351185
3582	proton	0.208245	10.102298
3582	proton	0.007526	10.102755
3582	proton	0.138261	9.066491
3582	proton	0.005613	9.066868
3584	proton	0.029212	9.402729
3587	proton	0.044152	9.113393
3596	proton	2.168503	8.932927
3596	proton	0.783625	8.936563
3604	proton	0.000103	77.531732
3604	proton	0.000064	75.476499
3604	proton	0.000080	56.124840
3604	proton	0.006488	11.010227
3604	proton	0.001468	11.010368
3604	proton	0.002402	10.185077
3604	proton	0.038171	8.944009
3604	proton	2.794170	8.488254
3604	proton	1.559693	8.492047
3612	proton	0.395431	8.998082
3612	proton	0.006743	8.998808
3621	proton	0.679060	8.588114
3621	proton	0.005922	8.589325
3622	proton	0.290422	8.799042
3622	proton	2.301364	8.578409
3622	proton	0.934913	8.582098
3626	proton	0.481949	8.829572
3626	proton	0.007521	8.830438
3626	proton	2.482557	8.123264
3626	proton	1.170422	8.127004
3626	proton	0.003553	8.129176
3631	proton	0.413566	10.052294
3631	proton	1.790315	9.203440
3631	proton	0.233068	9.206796
3631	proton	0.002895	9.207285
3637	proton	2.472790	8.633250
3637	proton	1.136232	8.636988
3638	proton	0.795736	8.871327
3640	proton	2.158625	8.282942
3640	proton	0.742973	8.286574
3640	proton	0.007495	8.287903
3642	proton	0.829717	9.425071
3642	proton	0.001163	9.426563
3644	proton	1.065745	9.271163
3644	proton	0.039677	9.273120
3644	proton	0.000854	9.273407
3663	proton	1.462971	9.410563
3664	proton	3.241152	8.359690
3668	proton	0.036693	10.322489
3677	proton	0.897386	8.459701
3679	proton	0.801737	8.844829
3688	proton	0.455864	10.558473
3688	proton	0.003421	10.559296
3693	proton	2.015874	9.434794
3693	proton	0.543840	9.438346
3697	proton	0.510518	9.868865
3697	proton	0.004110	9.869779
3697	proton	1.501152	9.438202
3699	proton	0.635248	9.660364
3701	proton	0.827715	9.198661
3727	proton	1.967571	8.644259
3727	proton	0.456436	8.647777
3733	proton	0.000036	138.485023
3733	proton	0.000041	101.101773
3733	proton	0.001881	18.645611
3733	proton	0.034080	14.726483
3733	proton	0.311081	10.401760
3733	proton	1.101569	9.730661
3733	proton	0.001153	9.732691
3733	proton	1.008974	8.953244
3737	proton	0.017762	8.520987
3747	proton	0.691486	8.184054
3747	proton	0.008470	8.185288
3760	proton	0.201210	7.967873
3762	proton	1.807015	9.204792
3762	proton	0.270359	9.208167
3762	proton	0.011219	9.208706
3768	proton	0.245761	8.266658
3770	proton	0.831570	9.020745
3771	proton	0.609450	8.509980
3771	proton	0.013096	8.511066
3773	proton	0.283201	9.928452
3782	proton	0.190532	9.142503
3782	proton	0.009645	9.142939
3782	proton	0.000840	9.143120
3782	proton	0.358881	8.681048
3782	proton	0.440549	8.598181
3782	proton	1.508316	8.219342
3784	proton	0.015926	8.990073
3786	proton	0.001592	12.400537
3786	proton	0.397557	10.950869
3786	proton	0.003094	10.951597
3786	proton	1.913167	9.587053
3786	proton	0.410519	9.590528
3789	proton	0.134621	10.677778
3789	proton	2.159516	9.756558
3789	proton	0.767303	9.760190
3805	proton	1.219059	7.811836
3811	proton	0.005294	9.633901
3818	proton	0.535432	10.361489
3818	proton	0.008061	10.362446
3821	proton	1.177151	8.946144
3821	proton	0.011207	8.948329
3822	proton	0.756789	9.323051
3822	proton	0.013787	9.324406
3822	proton	0.001081	9.324617
3827	proton	0.213770	9.658991
3827	proton	0.002472	9.659455
3845	proton	1.685791	9.212823
3845	proton	0.080280	9.216045
3848	proton	1.211740	8.524936
3848	proton	0.007492	8.527194
3854	proton	0.894443	8.981777
3854	proton	0.012714	8.983394
3858	proton	1.119938	8.389165
3858	proton	0.013872	8.391233
3858	proton	0.001659	8.391445
3867	proton	0.629084	8.977570
3876	proton	1.164668	8.945163
3878	proton	0.100743	8.941581
3888	proton	1.251726	8.724232
3888	proton	0.035046	8.726574
3888	proton	0.002270	8.726856
3916	proton	0.003590	8.699607
3916	proton	0.139130	8.251992
3927	proton	1.632458	8.779605
3927	proton	0.033328	8.782743
3927	proton	0.001726	8.783023
3932	proton	1.431013	9.361847
3932	proton	0.028358	9.364573
3935	proton	1.530276	9.259469
3935	proton	0.004877	9.262413
3936	proton	0.237550	9.224331
3944	proton	2.214678	8.850106
3944	proton	0.827219	8.853763
3954	proton	1.809871	9.519547
3954	proton	0.250611	9.522925
3960	proton	0.262166	7.914329
3960	proton	0.001046	7.914857
3966	proton	0.733976	9.244687
3966	proton	0.011344	9.245999
3970	proton	0.454928	9.679496
3970	proton	0.007119	9.680317
3970	proton	0.462367	8.937188
3970	proton	0.003873	8.938022
3977	proton	1.780007	9.497387
3977	proton	0.254435	9.500732
3977	proton	0.000833	9.501249
3979	proton	2.478352	8.995493
3979	proton	1.162272	8.999232
3987	proton	0.558638	9.421254
3987	proton	0.003547	9.422251
3987	proton	1.358833	8.734010
3987	proton	0.010424	8.736579
3988	proton	1.275697	9.094161
3993	proton	0.797556	9.746853
3993	proton	0.007654	9.748285
4004	proton	1.357320	9.743202
4004	proton	0.014085	9.745769
4004	proton	0.002599	9.745981
4006	proton	0.593076	9.620443
4017	proton	1.332485	8.073600
4022	proton	0.084317	8.832416
4045	proton	0.228489	8.720767
4047	proton	2.516600	9.348084
4047	proton	1.247386	9.351832
4047	proton	0.025208	9.354164
4048	proton	0.393881	9.283983
4055	proton	1.871071	8.770840
4055	proton	0.359077	8.774278
4055	proton	0.011574	8.774947
4059	proton	0.344254	9.214221
4065	proton	0.137545	9.446967
4065	proton	2.518183	8.889622
4065	proton	1.184709	8.893370
4065	proton	0.000775	8.895571
4068	proton	0.789229	9.313663
4068	proton	0.001769	9.315079
4103	proton	0.599376	9.614497
4103	proton	0.009038	9.615565
4110	proton	1.373403	9.183764
4119	proton	0.907080	8.838203
4119	proton	0.003145	8.839845
4130	proton	0.017375	10.563248
4142	proton	0.005396	15.966687
4142	proton	0.002889	13.498420
4142	proton	2.305466	9.243793
4142	proton	0.917928	9.247484
4151	proton	1.083490	9.276834
4156	proton	0.563938	9.554305
4158	proton	1.963024	8.960916
4158	proton	0.422176	8.964431
4158	proton	0.007421	8.965199
4160	proton	2.411600	7.415619
4172	proton	0.894487	9.269476
4179	proton	0.047462	8.548590
4186	proton	1.949404	9.156002
4186	proton	0.489001	9.159507
4193	proton	1.181111	8.965721
4193	proton	0.002617	8.967915
4201	proton	0.275549	8.777418
4202	proton	0.850968	8.768848
4216	proton	0.903346	9.572314
4218	proton	1.149336	9.253973
4218	proton	0.017411	9.256101
4220	proton	0.794609	9.346860
4229	proton	1.129539	8.404759
4232	proton	0.501619	8.939362
4232	proton	0.007894	8.940262
4232	proton	0.001075	8.940423
4241	proton	0.740223	8.855862
4241	proton	0.005192	8.857186
4241	proton	0.840054	8.757394
4241	proton	0.002864	8.758906
4246	proton	0.000430	40.917671
4246	proton	0.006718	13.793774
4246	proton	0.001767	11.338850
4246	proton	0.001429	10.442577
4246	proton	0.126423	9.246886
4246	proton	0.004768	9.247250
4246	proton	2.407757	8.973967
4246	proton	1.077291	8.977689
4247	proton	1.857225	9.074868
4247	proton	0.344775	9.078294
4275	proton	0.233398	8.987096
4278	proton	1.105185	8.536239
4278	proton	0.000358	8.538276
4287	proton	0.064436	9.369681
4287	proton	0.892444	9.084894
4287	proton	0.006596	9.086507
4291	proton	1.817465	7.956214
4291	proton	0.311111	7.959600
4311	proton	0.443243	9.009047
4311	proton	0.006584	9.009849
4314	proton	0.528165	9.151264
4314	proton	0.002782	9.152209
4342	proton	1.103398	9.240134
4343	proton	2.005843	9.614283
4343	proton	0.536446	9.617828
4343	proton	0.001789	9.618787
4349	proton	0.781792	9.537071
4357	proton	1.820885	8.535904
4357	proton	0.270231	8.539293
4357	proton	0.002050	8.539831
4359	proton	2.185073	8.856768
4359	proton	0.789847	8.860412
4359	proton	0.012039	8.861828
4364	proton	2.335980	8.899777
4364	proton	1.000736	8.903478
4364	proton	0.000304	8.905305
4367	proton	1.928234	8.745478
4367	proton	0.427340	8.748966
4368	proton	0.332820	9.582178
4379	proton	0.380372	9.928747
4379	proton	0.003366	9.929449
4379	proton	2.027905	9.098102
4379	proton	0.586711	9.101662
4380	proton	0.665046	9.035210
4381	proton	1.377349	8.850532
4402	proton	1.266305	8.842832
4402	proton	0.016256	8.845205
4409	proton	1.100544	8.780612
4412	proton	2.283115	9.032200
4412	proton	0.893613	9.035883
4415	proton	2.760544	8.160704
4415	proton	1.516283	8.164493
4415	proton	0.015266	8.167405
4417	proton	1.746957	7.869910
4417	proton	0.128427	7.873214
4420	proton	0.502278	9.271217
4420	proton	0.024965	9.272117
4426	proton	1.136769	9.727067
4426	proton	0.575082	8.997456
4426	proton	0.010574	8.998481
4429	proton	1.379216	9.957633
4438	proton	2.274862	9.066307
4438	proton	0.874309	9.069987
4442	proton	0.370945	9.327471
4447	proton	1.525431	8.702517
4450	proton	1.433427	8.705340
4450	proton	0.034083	8.708071
4457	proton	0.727308	9.060781
4457	proton	0.018023	9.062081
4468	proton	0.791114	9.992161
4471	proton	1.971852	7.824204
4471	proton	0.490219	7.827726
4472	proton	2.115718	9.289166
4472	proton	0.704309	9.292777
4472	proton	0.013924	9.294034
4475	proton	1.988558	9.617394
4475	proton	0.495640	9.620927
4478	proton	1.270460	8.717496
4478	proton	0.012601	8.719877
4480	proton	1.851274	9.828651
4480	proton	0.357155	9.832071
4482	proton	0.117281	10.200853
4482	proton	1.661973	9.742918
4482	proton	0.046174	9.746103
4482	proton	0.002512	9.746396
4489	proton	0.853422	9.645478
4497	proton	1.008210	8.989489
4500	proton	1.277284	8.988394
4500	proton	0.016217	8.990789
4500	proton	0.001447	8.991012
4515	proton	0.081300	8.653407
4515	proton	0.001919	8.653729
4519	proton	1.359073	10.031122
4523	proton	0.013671	12.076686
4523	proton	2.405744	9.278419
4523	proton	1.086716	9.282141
4523	proton	0.006087	9.284140
4525	proton	0.967012	8.605060
4526	proton	1.759138	8.990021
4526	proton	0.150514	8.993340
4528	proton	2.280315	8.295398
4528	proton	0.864567	8.299080
4528	proton	0.004692	8.300639
4535	proton	0.024416	9.120305
4535	proton	0.001201	9.120575
4541	proton	2.178623	9.962548
4541	proton	0.776502	9.966190
4551	proton	0.000386	27.438508
4551	proton	0.003657	16.562540
4551	proton	0.002006	16.022084
4551	proton	0.007999	14.615375
4551	proton	0.000995	14.615538
4551	proton	0.022579	9.310178
4551	proton	0.002166	9.310446
4551	proton	0.314457	9.281235
4551	proton	0.011595	9.281837
4551	proton	0.000855	9.282034
4551	proton	2.004897	9.241538
4551	proton	0.560303	9.245083
4551	proton	0.010677	9.246083
4554	proton	1.532921	8.637424
4554	proton	0.010278	8.640373
4566	proton	0.775251	8.970138
4571	proton	1.321854	9.281800
4571	proton	0.011313	9.284290
4576	proton	0.171526	8.700736
4576	proton	0.477450	8.298943
4576	proton	0.001122	8.299802
4596	proton	0.372273	9.318958
4603	proton	0.921270	9.753239
4603	proton	0.234291	9.517396
4611	proton	0.279242	8.922607
4611	proton	0.001598	8.923159
4623	proton	2.026492	8.595784
4623	proton	0.561726	8.599343
4631	proton	0.686972	8.788468
4631	proton	0.007063	8.789694
4643	proton	2.148731	8.817794
4643	proton	0.751531	8.821421
4643	proton	0.013232	8.822766
4643	proton	0.001202	8.822974
4649	proton	0.507314	8.607356
4649	proton	0.006262	8.608265
4649	proton	0.000911	8.608401
4660	proton	1.296467	8.885636
4661	proton	2.447286	9.008587
4661	proton	1.101643	9.012319
4661	proton	0.003891	9.014349
4664	proton	0.003070	12.303503
4664	proton	0.083875	11.480031
4664	proton	0.254097	9.522521
4664	proton	1.962999	9.480861
4664	proton	0.442470	9.484376
4664	proton	0.017130	9.485177
4665	proton	1.457796	9.371742
4665	proton	0.005077	9.374526
4681	proton	0.668139	9.528362
4681	proton	0.005381	9.529554
4681	proton	1.351262	9.521281
4681	proton	0.011737	9.523835
4693	proton	0.120446	8.598337
4694	proton	0.182246	9.127955
4694	proton	0.000997	9.128380
4694	proton	2.208598	8.707558
4694	proton	0.800034	8.711212
4699	proton	1.408987	9.538019
4699	proton	0.001467	9.540697
4706	proton	2.008062	9.629099
4706	proton	0.549393	9.632646
4706	proton	0.003879	9.633627
4711	proton	1.404722	9.318420
4717	proton	0.119017	9.717499
4717	proton	0.001523	9.717856
4717	proton	2.072009	9.664119
4717	proton	0.649249	9.667706
4717	proton	0.015966	9.668863
4721	proton	0.434832	8.981027
4721	proton	0.005383	8.981815
4733	proton	0.062663	8.601526
4733	proton	0.000646	8.601832
4736	proton	1.016961	8.352636
4739	proton	2.481366	8.689710
4739	proton	1.160207	8.693450
4739	proton	0.006581	8.695600
4746	proton	1.043252	9.857434
4751	proton	1.279424	9.655123
4764	proton	1.090857	8.177660
4764	proton	0.003748	8.179668
4764	proton	1.270454	8.175119
4767	proton	0.645010	10.041960
4767	proton	0.008100	10.043110
4779	proton	1.242703	8.457167
4779	proton	0.005940	8.459490
4788	proton	1.626310	9.086294
4789	proton	0.044350	9.168322
4795	proton	0.023184	9.003357
4797	proton	0.275223	8.787432
4812	proton	2.790773	8.198293
4812	proton	1.545709	8.202085
4812	proton	0.001200	8.205062
4813	proton	2.550042	8.425002
4813	proton	1.277447	8.428756
4817	proton	0.019339	11.630928
4817	proton	2.441374	8.905782
4817	proton	1.078013	8.909513
4817	proton	0.008409	8.911494
4826	proton	0.283829	9.770680
4826	proton	0.003536	9.771238
4849	proton	0.332779	9.778825
4849	proton	1.015856	9.701324
4849	proton	0.012071	9.703180
4855	proton	1.592012	9.757277
4855	proton	0.039226	9.760344
4857	proton	1.624110	9.036233
4857	proton	0.014846	9.039357
4882	proton	0.788938	9.717313
4882	proton	0.001175	9.718728
4882	proton	1.447541	8.992215
4882	proton	0.013771	8.994977
4898	proton	0.367768	8.885356
4905	proton	0.163284	9.090797
4907	proton	1.631877	8.971117
4907	proton	0.024882	8.974255
4907	proton	0.000869	8.974526
4915	proton	0.796837	8.789054
4925	proton	0.823672	8.978959
4925	proton	0.002724	8.980440
4931	proton	0.118621	9.814427
4931	proton	0.002686	9.814784
4931	proton	2.187541	9.104422
4931	proton	0.781344	9.108067
4931	proton	0.007526	9.109468
4943	proton	1.437916	9.477668
4943	proton	0.001673	9.480408
4950	proton	1.354238	9.660170
4958	proton	2.133038	8.449147
4958	proton	0.733280	8.452767
4977	proton	0.000001	236.648650
4977	proton	0.000150	31.911027
4977	proton	0.002429	15.322004
4977	proton	0.043019	15.313444
4977	proton	0.002020	15.313734
4977	proton	2.445495	8.939647
4977	proton	1.132824	8.943378
4980	proton	0.074265	11.651633
4980	proton	0.319696	10.399693
4980	proton	1.915303	9.494431
4980	proton	0.447029	9.497909
4983	proton	1.334920	9.195356
4983	proton	0.015139	9.197874
4983	proton	0.003505	9.198092
4986	proton	2.289110	8.787908
4986	proton	0.884982	8.791593
4986	proton	0.008735	8.793191
4988	proton	1.034455	9.104710
4988	proton	0.006085	9.106604
4995	proton	0.964775	10.181767
4995	proton	0.983767	9.590201
5002	proton	2.446930	8.567210
5002	proton	1.138976	8.570942
5019	proton	2.770650	8.056504
5019	proton	1.506549	8.060294
5019	proton	0.022672	8.063185
5036	proton	0.499071	9.955837
5037	proton	0.528540	9.318963
5040	proton	0.449477	9.151995
5040	proton	0.004419	9.152808
5048	proton	1.183574	9.112390
5049	proton	0.591850	9.613528
5049	proton	0.013669	9.614583
5051	proton	0.812638	8.434546
5051	proton	0.001187	8.436006
5056	proton	0.053486	10.239063
5056	proton	0.003233	10.239362
5056	proton	2.141834	9.551940
5056	proton	0.720381	9.555564
5061	proton	0.164382	9.578663
5061	proton	0.009436	9.579068
5062	proton	0.629048	8.889680
5062	proton	0.004429	8.890801
5071	proton	2.228570	9.509239
5071	proton	0.825316	9.512902
5072	proton	1.355788	9.764064
5082	proton	1.444755	9.460984
5089	proton	0.819865	7.729000
5104	proton	3.099556	7.984552
5104	proton	1.850403	7.988373
5104	proton	0.365634	7.991792
5107	proton	0.225522	9.315788
5108	proton	0.087479	9.816966
5108	proton	0.005631	9.817294
5108	proton	2.175430	9.283036
5108	proton	0.759986	9.286676
5108	proton	0.002901	9.288037
5113	proton	1.586210	8.940652
5116	proton	2.092613	9.951461
5116	proton	0.636457	9.955059
5135	proton	2.468988	7.940711
5135	proton	1.130618	7.944448
5136	proton	2.021510	8.691653
5136	proton	0.533816	8.695209
5136	proton	0.007838	8.696163
5136	proton	0.000943	8.696324
5144	proton	0.394076	9.371727
5170	proton	0.017765	9.661053
5186	proton	0.278664	9.085678
5186	proton	0.010211	9.086229
5186	proton	2.074816	8.800477
5186	proton	0.630815	8.804066
5186	proton	0.012685	8.805190
5188	proton	1.636752	8.451111
5188	proton	0.013923	8.454256
5188	proton	0.000651	8.454468
5194	proton	0.655884	8.861368
5194	proton	0.008458	8.862537
5194	proton	0.001085	8.862706
5205	proton	0.556831	8.903372
5205	proton	0.003118	8.904366
5206	proton	1.282132	9.161946
5206	proton	0.005936	9.164352
5219	proton	1.266322	9.690082
5219	proton	0.546850	9.122783
5219	proton	0.013070	9.123760
5221	proton	1.748008	9.655665
5221	proton	0.193431	9.658971
5239	proton	0.076958	9.374132
5266	proton	1.738669	8.826243
5266	proton	0.149167	8.829537
5281	proton	1.742060	9.687029
5281	proton	0.144281	9.690327
5282	proton	2.465523	8.911979
5282	proton	1.165272	8.915715
5285	proton	2.411009	9.089578
5285	proton	1.091319	9.093300
5291	proton	1.753770	9.857607
5291	proton	0.212623	9.860920
5293	proton	2.332729	8.928733
5293	proton	0.958981	8.932433
5295	proton	2.467592	8.681216
5295	proton	1.146012	8.684953
5296	proton	2.437737	8.861021
5296	proton	1.099475	8.864751
5296	proton	0.009158	8.866777
5296	proton	0.002167	8.866953
5300	proton	1.031895	10.053853
5315	proton	1.189955	10.394346
5318	proton	1.626028	9.218535
5318	proton	0.020118	9.221662
5324	proton	0.010428	10.253549
5324	proton	0.001210	10.253737
5324	proton	2.321792	8.981249
5324	proton	0.948486	8.984945
5324	proton	0.005870	8.986668
5346	proton	0.252712	10.050156
5346	proton	0.003258	10.050671
5358	proton	2.287039	8.972631
5358	proton	0.900227	8.976316
5358	proton	0.012752	8.977944
5370	proton	0.103735	9.404810
5370	proton	2.216986	8.862405
5370	proton	0.807545	8.866063
5370	proton	0.000971	8.867513
5372	proton	2.599994	8.373681
5372	proton	1.320781	8.377445
5373	proton	1.632792	8.759641
5373	proton	0.025024	8.762780
5376	proton	1.290886	8.734244
5388	proton	1.930863	8.014408
5388	proton	0.408821	8.017898
5390	proton	0.028403	13.825037
5390	proton	0.191456	9.303488
5390	proton	2.693653	8.351280
5390	proton	1.403050	8.355060
5391	proton	1.927308	10.214485
5391	proton	0.430249	10.217972
5404	proton	1.491829	9.401844
5415	proton	0.013453	11.539859
5415	proton	0.087423	9.139167
5415	proton	2.568736	9.013397
5415	proton	1.313446	9.017155
5416	proton	1.909492	8.818164
5416	proton	0.426325	8.821637
5416	proton	0.004487	8.822412
5419	proton	2.001900	8.975138
5419	proton	0.524392	8.978681
5419	proton	0.002141	8.979619
5419	proton	0.226661	8.543557
5425	proton	2.028557	9.897286
5425	proton	0.540883	9.900847
5432	proton	1.077940	9.951198
5451	proton	0.362523	9.295687
5454	proton	2.347129	8.670654
5454	proton	1.016971	8.674359
5461	proton	0.840355	9.312023
5461	proton	0.011500	9.313536
5461	proton	0.001448	9.313732
5465	proton	1.861924	10.277768
5465	proton	0.384426	10.281198
5465	proton	0.005313	10.281906
5480	proton	2.359908	9.018361
5480	proton	0.965859	9.022069
5486	proton	2.073119	9.054272
5486	proton	0.628063	9.057860
5486	proton	0.005632	9.058979
5487	proton	0.835317	8.614432
5487	proton	0.005928	8.615936
5490	proton	1.273052	8.927290
5496	proton	1.464013	9.199758
5505	proton	2.599956	8.118234
5505	proton	1.338904	8.121999
5505	proton	0.020075	8.124525
5505	proton	0.001432	8.124789
5513	proton	0.699888	9.301330
5514	proton	0.391585	10.176835
5514	proton	0.006535	10.177555
5529	proton	1.769701	8.596449
5529	proton	0.176854	8.599781
5539	proton	1.051921	9.038995
5539	proton	0.008846	9.040924
5547	proton	1.381608	9.548183
5547	proton	0.008959	9.550801
5568	proton	0.156718	9.514049
5568	proton	0.004190	9.514445
5568	proton	0.534509	9.131497
5569	proton	1.430280	8.529249
5573	proton	2.276325	9.149453
5573	proton	0.891673	9.153133
5573	proton	0.013008	9.154745
5584	proton	1.504021	8.537207
5588	proton	2.323821	9.650005
5588	proton	0.975666	9.653702
5588	proton	0.033442	9.655478
5593	proton	0.924245	7.547364
5599	proton	0.380325	9.133106
5606	proton	1.899641	9.147621
5606	proton	0.373254	9.151085
5606	proton	0.001807	9.151776
5611	proton	0.073937	9.248648
5617	proton	0.509295	8.682783
5617	proton	0.005427	8.683695
5620	proton	0.794564	9.613491
5633	proton	1.267459	9.225947
5636	proton	1.787622	9.710728
5636	proton	0.209241	9.714081
5636	proton	0.007286	9.714539
5638	proton	0.004348	20.942778
5638	proton	2.291311	9.412720
5638	proton	0.909128	9.416406
5638	proton	0.010499	9.418052
5638	proton	0.000738	9.418240
5639	proton	0.005875	8.577537
5639	proton	2.657071	8.400158
5639	proton	1.334770	8.403932
5641	proton	0.968688	8.918969
5641	proton	0.005776	8.920732
5644	proton	1.991822	8.718070
5644	proton	0.490100	8.721606
5644	proton	0.008579	8.722486
5645	proton	1.883323	9.894848
5645	proton	0.346506	9.898298
5647	proton	1.235427	10.163087
5647	proton	0.099522	10.125121
5647	proton	0.002314	10.125460
5653	proton	0.110581	8.505293
5653	proton	0.002494	8.505642
5659	proton	0.105357	9.800209
5695	proton	1.338723	8.053101
5697	proton	0.026780	9.798151
5697	proton	0.001879	9.798424
5697	proton	1.640966	9.513370
5697	proton	0.027782	9.516522
5697	proton	0.476774	9.497881
5697	proton	0.016140	9.498739
5697	proton	0.001889	9.498961
5698	proton	0.687042	9.198161
5698	proton	0.010513	9.199387
5715	proton	1.244481	9.162823
5723	proton	1.505294	8.936631
5727	proton	0.758417	9.715892
5734	proton	0.232959	9.569015
5734	proton	0.004842	9.569503
5747	proton	1.442961	8.883025
5747	proton	0.001711	8.885776
5748	proton	0.004565	14.420940
5748	proton	0.054490	9.454041
5748	proton	1.655598	9.392839
5748	proton	0.052241	9.396015
5748	proton	0.000710	9.396313
5748	proton	0.743020	9.060983
5748	proton	0.008657	9.062312
5748	proton	0.001341	9.062483
5759	proton	0.015362	9.929237
5759	proton	0.004502	9.537268
5759	proton	0.564081	9.433044
5759	proton	1.965388	8.692735
5759	proton	0.464714	8.696252
5760	proton	0.033436	9.568476
5760	proton	0.002869	9.568756
5760	proton	1.558564	9.195973
5761	proton	1.124041	9.454955
5764	proton	0.839270	10.404613
5764	proton	1.482211	9.352660
5765	proton	1.070768	9.220396
5767	proton	1.835888	8.447135
5767	proton	0.281284	8.450540
5767	proton	0.013360	8.451094
5770	proton	1.153296	9.088562
5772	proton	2.826024	8.470024
5772	proton	1.550177	8.473820
5772	proton	0.025322	8.476806
5780	proton	0.636670	7.596801
5780	proton	2.828663	7.371406
5780	proton	1.632475	7.375202
5780	proton	0.048257	7.378341
5795	proton	0.625531	9.324475
5795	proton	0.005530	9.325590
5797	proton	0.737352	8.850169
5797	proton	0.011577	8.851487
5798	proton	1.073539	8.536377
5798	proton	0.030525	8.538350
5802	proton	1.549198	9.299286
5802	proton	0.001975	9.302270
5819	proton	0.033452	9.598239
5819	proton	0.002596	9.598520
5825	proton	2.843807	7.602361
5825	proton	1.574965	7.606159
5825	proton	0.024070	7.609194
5827	proton	1.042557	8.877334
5837	proton	2.339426	8.515922
5837	proton	0.982901	8.519624
5844	proton	0.306031	10.020534
5859	proton	1.415768	9.479204
5860	proton	0.030851	8.943889
5868	proton	0.350524	9.205177
5868	proton	0.001068	9.205832
5868	proton	2.131655	8.721440
5868	proton	0.730706	8.725059
5870	proton	1.880406	7.842636
5870	proton	0.347650	7.846083
5870	proton	0.006924	7.846734
5878	proton	2.320661	9.390110
5878	proton	0.919176	9.393806
5881	proton	0.722356	9.036600
5881	proton	0.000605	9.037891
5886	proton	2.637210	8.315667
5886	proton	1.316965	8.319438
5886	proton	0.022074	8.321918
5900	proton	0.535611	9.044285
5901	proton	0.436893	9.222516
5901	proton	0.001747	9.223308
5902	proton	1.625238	9.499694
5902	proton	0.051977	9.502820
5905	proton	1.555507	9.559171
5907	proton	0.733076	9.474912
5907	proton	0.004973	9.476223
5907	proton	0.821267	9.108213
5907	proton	0.000390	9.109689
5920	proton	1.255130	8.913170
5920	proton	0.004968	8.915519
5924	proton	0.220158	9.078321
5936	proton	1.956358	9.983352
5936	proton	0.407816	9.986862
5936	proton	0.015056	9.987607
5937	proton	1.158473	9.522340
5949	proton	0.030704	9.162798
5953	proton	0.161476	10.802706
5953	proton	0.995624	9.596805
5960	proton	0.951796	9.431000
5965	proton	0.176327	9.120230
5965	proton	0.004924	9.120648
5966	proton	1.485642	8.407191
5983	proton	0.104887	8.561675
5983	proton	0.003772	8.562019
5993	proton	2.603510	8.552694
5993	proton	1.331765	8.556458
5998	proton	0.519183	9.271864
6005	proton	1.238311	9.186280
6005	proton	0.023309	9.188594
6005	proton	0.000555	9.188862
6006	proton	1.181486	9.639445
6007	proton	2.028618	8.099044
6007	proton	0.559853	8.102605
6007	proton	0.029380	8.103604
6009	proton	0.862374	10.116088
6009	proton	0.010853	10.117643
6009	proton	0.000886	10.117834
6012	proton	1.479706	8.438770
6012	proton	0.019789	8.441602
6019	proton	0.123037	9.970498
6019	proton	0.002139	9.970859
6019	proton	2.334903	9.157602
6019	proton	0.982543	9.161302
6019	proton	0.015999	9.163092
6019	proton	0.002294	9.163314
6022	proton	0.000543	14.705175
6022	proton	0.001486	12.625748
6022	proton	0.043087	11.749965
6022	proton	0.039678	9.043225
6022	proton	2.522743	8.928744
6022	proton	1.202805	8.932494
6025	proton	2.291290	9.263861
6025	proton	0.909290	9.267547
6035	proton	2.207523	9.163884
6035	proton	0.795540	9.167538
6035	proton	0.021444	9.168965
6035	proton	0.001606	9.169231
6040	proton	2.125536	9.703024
6040	proton	0.720631	9.706640
6040	proton	0.001996	9.707927
6055	proton	1.543879	9.118804
6057	proton	0.590764	9.202161
6064	proton	1.208399	9.952318
6064	proton	0.013951	9.954569
6064	proton	0.001428	9.954781
6072	proton	2.249535	8.136664
